UserID,Gender,Age,Occupation,Zip-code,AvgRating,RatingStd,RatingCount,MinRating,MaxRating,FirstRatingTime,LastRatingTime,ActiveDays,Rating_1_Ratio,Rating_2_Ratio,Rating_3_Ratio,Rating_4_Ratio,Rating_5_Ratio,TopGenre1,TopGenre2,TopGenre3,Gender_Encoded,Occupation_Encoded,Genre_Romance_Count,Genre_Romance_AvgRating,Genre_Mystery_Count,Genre_Mystery_AvgRating,Genre_Children's_Count,Genre_Children's_AvgRating,Genre_Documentary_Count,Genre_Documentary_AvgRating,Genre_Horror_Count,Genre_Horror_AvgRating,Genre_Adventure_Count,Genre_Adventure_AvgRating,Genre_Action_Count,Genre_Action_AvgRating,Genre_Thriller_Count,Genre_Thriller_AvgRating,Genre_Crime_Count,Genre_Crime_AvgRating,Genre_Fantasy_Count,Genre_Fantasy_AvgRating,Genre_Drama_Count,Genre_Drama_AvgRating,Genre_Animation_Count,Genre_Animation_AvgRating,Genre_War_Count,Genre_War_AvgRating,Genre_Musical_Count,Genre_Musical_AvgRating,Genre_Film-Noir_Count,Genre_Film-Noir_AvgRating,Genre_Western_Count,Genre_Western_AvgRating,Genre_Comedy_Count,Genre_Comedy_AvgRating,Genre_Sci-Fi_Count,Genre_Sci-Fi_AvgRating
584,F,25,0,94403,4.2894736842105265,0.653799487273455,38,3,5,975956802,992560866,192.17666666666668,0.0,0.0,0.10526315789473684,0.5,0.39473684210526316,Western,Children's,Musical,0,0,9,3.888888888888889,0,0.0,2,5.0,0,0.0,0,0.0,8,4.5,8,4.25,4,4.25,2,4.5,2,5.0,27,4.444444444444445,0,0.0,5,4.2,1,5.0,0,0.0,1,5.0,9,3.888888888888889,4,4.5
585,M,18,1,53703,3.4662162162162162,0.9787924014710279,148,1,5,975947650,975964761,0.19804398148148147,0.02027027027027027,0.16891891891891891,0.25675675675675674,0.43243243243243246,0.12162162162162163,Western,Documentary,Crime,1,1,7,3.4285714285714284,6,3.3333333333333335,23,3.391304347826087,2,4.0,6,3.1666666666666665,31,3.3225806451612905,45,3.2,32,3.46875,13,3.769230769230769,10,3.5,34,3.6176470588235294,23,3.652173913043478,11,3.272727272727273,8,3.25,3,3.3333333333333335,2,4.5,50,3.62,61,3.3278688524590163
586,M,35,14,53092,4.485714285714286,0.7017385373413065,35,3,5,975947646,975949464,0.021041666666666667,0.0,0.0,0.11428571428571428,0.2857142857142857,0.6,Mystery,Fantasy,Musical,1,6,2,4.5,1,5.0,1,4.0,0,0.0,1,5.0,6,4.333333333333333,14,4.428571428571429,9,4.444444444444445,0,0.0,1,5.0,9,4.666666666666667,4,4.75,9,4.444444444444445,1,5.0,1,5.0,1,5.0,10,4.5,20,4.45
587,M,25,20,92649,3.0077922077922077,1.1003983930271,385,1,5,975944740,993556184,203.8361574074074,0.09350649350649351,0.22857142857142856,0.34545454545454546,0.24155844155844156,0.09090909090909091,Documentary,Crime,Horror,1,13,51,2.9019607843137254,9,3.0,13,2.6923076923076925,10,3.7,18,3.2222222222222223,27,2.740740740740741,25,2.92,29,3.1724137931034484,18,3.4444444444444446,9,2.888888888888889,146,2.9246575342465753,10,2.5,16,3.1875,16,2.875,7,2.5714285714285716,5,3.0,235,3.0425531914893615,25,3.12
588,F,25,11,23220,4.057395143487859,0.8551092233052292,453,1,5,975934257,999641446,274.38876157407407,0.017660044150110375,0.03090507726269316,0.1390728476821192,0.5011037527593819,0.31125827814569534,Film-Noir,Animation,Musical,0,3,86,4.058139534883721,34,4.147058823529412,14,3.7142857142857144,4,4.25,12,3.6666666666666665,26,3.8846153846153846,46,3.5217391304347827,76,4.092105263157895,38,3.8684210526315788,6,4.0,225,4.133333333333334,10,4.3,25,4.08,23,4.260869565217392,15,4.466666666666667,5,3.8,177,3.994350282485876,37,3.918918918918919
589,M,18,2,90210,4.0,1.0377490433255416,27,1,5,975918727,975919602,0.010127314814814815,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.37037037037037035,0.37037037037037035,Western,Thriller,Crime,1,12,1,4.0,1,2.0,2,3.5,0,0.0,0,0.0,3,3.3333333333333335,4,3.75,2,4.5,2,4.5,0,0.0,7,4.428571428571429,3,4.0,1,3.0,0,0.0,0,0.0,4,5.0,22,4.045454545454546,4,3.5
590,F,35,6,98032,4.13855421686747,0.87321507299713,166,1,5,975911030,975913666,0.03050925925925926,0.006024096385542169,0.05421686746987952,0.12048192771084337,0.43373493975903615,0.3855421686746988,Western,Musical,Documentary,0,17,22,4.2727272727272725,4,3.5,7,4.0,9,4.444444444444445,2,3.5,0,0.0,10,3.7,24,3.9166666666666665,14,4.071428571428571,2,3.5,99,4.161616161616162,5,4.2,5,4.4,1,5.0,3,4.0,1,5.0,54,4.351851851851852,10,3.3
591,M,25,0,76201,3.231404958677686,1.2835397798464758,242,1,5,975908389,975913118,0.054733796296296294,0.1446280991735537,0.15702479338842976,0.16115702479338842,0.39669421487603307,0.14049586776859505,War,Musical,Documentary,1,0,38,3.0,24,3.4583333333333335,3,3.0,6,4.0,11,2.727272727272727,11,3.090909090909091,30,3.1,55,3.4,16,3.3125,4,1.75,118,3.6779661016949152,1,1.0,22,4.0,4,4.0,9,3.888888888888889,3,3.6666666666666665,85,2.3411764705882354,25,3.08
592,M,18,0,92103,4.391304347826087,0.7827184815397382,23,3,5,975902353,975903130,0.008993055555555556,0.0,0.0,0.17391304347826086,0.2608695652173913,0.5652173913043478,Sci-Fi,Fantasy,War,1,0,3,4.0,0,0.0,0,0.0,0,0.0,1,3.0,6,4.666666666666667,17,4.411764705882353,7,4.428571428571429,5,4.8,1,5.0,5,4.6,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,5,4.2,3,5.0
593,F,50,1,91711,3.641509433962264,0.9379682119223547,106,1,5,975899201,1002856816,312.00943287037035,0.018867924528301886,0.07547169811320754,0.33962264150943394,0.37735849056603776,0.18867924528301888,War,Drama,Romance,0,1,14,3.5714285714285716,3,3.3333333333333335,1,3.0,0,0.0,0,0.0,1,3.0,6,3.0,9,3.3333333333333335,5,3.2,0,0.0,96,3.7083333333333335,1,3.0,8,4.375,0,0.0,0,0.0,1,3.0,19,3.526315789473684,1,3.0
594,F,56,13,60076,4.29559748427673,1.150417970931319,159,1,5,975898153,975900858,0.03130787037037037,0.07547169811320754,0.0,0.10062893081761007,0.20125786163522014,0.6226415094339622,Horror,Fantasy,War,0,5,92,4.1521739130434785,5,3.8,3,4.0,1,3.0,2,5.0,9,3.0,9,3.0,8,2.75,3,4.333333333333333,1,5.0,51,4.529411764705882,1,3.0,12,4.833333333333333,15,4.4,1,3.0,2,4.0,118,4.372881355932203,3,4.333333333333333
595,M,25,7,10019,3.95,0.8572330399888264,100,2,5,975895848,983261337,85.24871527777778,0.0,0.03,0.3,0.36,0.31,Drama,Thriller,Crime,1,18,22,3.909090909090909,4,4.0,5,3.6,0,0.0,0,0.0,8,3.25,19,3.5789473684210527,24,4.25,9,4.111111111111111,1,3.0,50,4.26,3,4.0,7,3.4285714285714284,2,3.5,0,0.0,0,0.0,51,3.6862745098039214,4,2.75
596,F,25,1,01950,2.9523809523809526,1.2678458964674353,42,1,5,975893333,975893860,0.006099537037037037,0.14285714285714285,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.14285714285714285,Mystery,Musical,Children's,0,1,4,2.5,1,4.0,4,3.5,0,0.0,3,2.3333333333333335,8,3.375,12,3.3333333333333335,11,3.0,0,0.0,0,0.0,14,2.7857142857142856,4,2.75,2,3.0,4,3.75,0,0.0,0,0.0,16,3.125,9,2.7777777777777777
597,M,35,12,80206,4.473684210526316,0.6575186895196738,57,3,5,975892021,975904795,0.1478472222222222,0.0,0.0,0.08771929824561403,0.3508771929824561,0.5614035087719298,Animation,Film-Noir,Mystery,1,4,2,4.5,2,5.0,2,3.5,0,0.0,3,4.333333333333333,5,4.2,9,4.0,7,4.142857142857143,1,5.0,0,0.0,19,4.7894736842105265,2,5.0,1,5.0,0,0.0,2,5.0,1,3.0,25,4.48,6,3.8333333333333335
598,M,35,7,95476,3.3157894736842106,0.8731819152865566,38,1,5,975890789,975896593,0.06717592592592593,0.02631578947368421,0.15789473684210525,0.3157894736842105,0.47368421052631576,0.02631578947368421,Mystery,Animation,Drama,1,18,3,2.6666666666666665,1,4.0,0,0.0,0,0.0,3,2.3333333333333335,4,3.25,13,3.6153846153846154,13,3.076923076923077,1,3.0,0,0.0,16,3.625,1,4.0,4,3.5,0,0.0,0,0.0,0,0.0,9,3.4444444444444446,4,2.75
599,M,50,6,53711,3.8518518518518516,1.0267088458424103,27,1,5,975884811,975885172,0.004178240740740741,0.037037037037037035,0.0,0.37037037037037035,0.25925925925925924,0.3333333333333333,Thriller,Drama,Comedy,1,17,4,4.0,2,4.0,1,1.0,0,0.0,0,0.0,0,0.0,3,3.0,3,4.333333333333333,6,3.5,0,0.0,22,4.136363636363637,1,1.0,4,4.0,1,1.0,1,3.0,1,3.0,4,4.0,0,0.0
600,M,35,17,66209,3.652173913043478,1.1524162620801215,23,1,5,975879839,978056609,25.194097222222222,0.08695652173913043,0.043478260869565216,0.21739130434782608,0.43478260869565216,0.21739130434782608,Romance,Horror,Comedy,1,9,3,4.333333333333333,2,3.5,0,0.0,0,0.0,3,4.0,2,3.5,1,1.0,4,3.75,1,3.0,0,0.0,6,3.6666666666666665,1,3.0,0,0.0,0,0.0,1,3.0,1,1.0,12,3.75,3,2.6666666666666665
601,F,18,20,06320,3.1501340482573728,0.9940582798323198,373,1,5,975879212,975887788,0.09925925925925926,0.05361930294906166,0.19571045576407506,0.3699731903485255,0.30831099195710454,0.07238605898123325,Documentary,Fantasy,War,0,13,52,2.9615384615384617,16,3.25,28,2.9285714285714284,6,3.6666666666666665,45,3.1777777777777776,40,3.075,60,2.9,60,3.316666666666667,28,3.2142857142857144,21,3.5238095238095237,122,3.3934426229508197,15,2.8666666666666667,15,3.466666666666667,23,2.652173913043478,7,3.142857142857143,3,2.3333333333333335,160,3.03125,48,2.8958333333333335
602,F,56,6,14612,3.396103896103896,1.6185963061266833,154,1,5,975877585,975878509,0.010694444444444444,0.22727272727272727,0.08441558441558442,0.16883116883116883,0.1038961038961039,0.4155844155844156,Musical,Romance,Film-Noir,0,17,6,4.333333333333333,2,3.0,8,3.75,0,0.0,26,2.8461538461538463,44,3.5681818181818183,65,3.3076923076923075,38,2.8157894736842106,7,3.2857142857142856,9,3.7777777777777777,21,3.6666666666666665,5,2.8,8,3.875,1,5.0,2,4.0,2,3.0,18,3.888888888888889,150,3.4
603,F,25,6,32256,3.5238095238095237,0.8396839431738368,63,1,5,975873067,975874131,0.012314814814814815,0.015873015873015872,0.06349206349206349,0.4126984126984127,0.3968253968253968,0.1111111111111111,Crime,War,Thriller,0,17,12,3.8333333333333335,1,3.0,1,3.0,0,0.0,0,0.0,8,3.25,28,3.607142857142857,19,3.8421052631578947,2,4.5,0,0.0,27,3.6296296296296298,0,0.0,8,4.0,1,2.0,0,0.0,1,3.0,22,3.1363636363636362,7,3.5714285714285716
604,M,45,17,32256,3.0940766550522647,0.8859034547660343,287,1,5,975868830,975872755,0.04542824074074074,0.013937282229965157,0.24041811846689895,0.44947735191637633,0.22996515679442509,0.06620209059233449,Animation,Fantasy,Western,1,9,40,3.3,6,2.3333333333333335,6,3.1666666666666665,0,0.0,20,2.55,65,3.1538461538461537,176,3.2329545454545454,91,3.2967032967032965,23,2.9565217391304346,8,3.5,66,3.1515151515151514,3,3.6666666666666665,19,3.210526315789474,3,1.6666666666666667,2,3.0,4,3.5,73,2.904109589041096,94,3.0319148936170213
605,F,18,4,44425,4.049180327868853,1.0745166817897798,122,1,5,975868735,975872173,0.03979166666666667,0.03278688524590164,0.08196721311475409,0.10655737704918032,0.36065573770491804,0.4180327868852459,Western,War,Musical,0,15,20,4.0,8,4.125,10,4.4,0,0.0,9,3.4444444444444446,22,4.136363636363637,34,4.205882352941177,45,4.177777777777778,5,3.4,4,4.5,40,4.375,8,4.25,5,4.8,3,4.666666666666667,2,4.5,1,5.0,36,3.638888888888889,19,4.2631578947368425
606,F,1,10,49507,4.03030303030303,1.131504763712036,33,2,5,975867727,975892945,0.291875,0.0,0.15151515151515152,0.15151515151515152,0.21212121212121213,0.48484848484848486,Musical,Adventure,Thriller,0,2,3,4.0,0,0.0,14,3.857142857142857,0,0.0,1,3.0,4,5.0,4,4.25,1,5.0,2,3.0,3,3.6666666666666665,4,3.5,5,4.0,0,0.0,4,5.0,0,0.0,0,0.0,30,4.1,2,3.5
607,M,25,0,43614,4.16,0.8981462390204986,25,2,5,975864367,975865221,0.00988425925925926,0.0,0.04,0.2,0.32,0.44,Crime,War,Sci-Fi,1,0,0,0.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.0,5,4.2,2,5.0,0,0.0,21,4.190476190476191,0,0.0,2,5.0,1,4.0,0,0.0,1,4.0,5,4.2,2,4.5
608,M,18,4,18011,3.1882352941176473,1.043368664069012,170,1,5,975864075,985998591,117.29763888888888,0.041176470588235294,0.2,0.4294117647058823,0.18823529411764706,0.1411764705882353,Musical,Western,War,1,15,21,3.3333333333333335,6,3.0,1,3.0,1,3.0,34,3.235294117647059,16,3.25,49,3.2653061224489797,42,3.357142857142857,12,2.9166666666666665,3,2.0,54,3.185185185185185,2,2.5,21,3.4761904761904763,2,4.0,0,0.0,3,3.6666666666666665,55,3.2,24,2.8333333333333335
609,M,25,7,10012,4.346153846153846,0.6826883245056193,52,3,5,975863169,1006726697,357.2167592592593,0.0,0.0,0.11538461538461539,0.4230769230769231,0.46153846153846156,Adventure,Action,War,1,18,5,4.4,2,3.5,0,0.0,0,0.0,0,0.0,16,4.5625,30,4.533333333333333,17,4.411764705882353,3,3.6666666666666665,2,4.5,17,4.235294117647059,1,4.0,10,4.5,0,0.0,1,4.0,0,0.0,7,4.428571428571429,27,4.333333333333333
610,M,25,4,77025,3.484126984126984,1.3724962774980598,126,1,5,975860608,975863149,0.029409722222222223,0.10317460317460317,0.16666666666666666,0.20634920634920634,0.19047619047619047,0.3333333333333333,Animation,Film-Noir,Musical,1,15,9,3.6666666666666665,4,4.0,11,3.727272727272727,0,0.0,5,3.0,27,3.074074074074074,44,3.4545454545454546,17,3.235294117647059,10,3.1,9,3.2222222222222223,51,3.803921568627451,4,5.0,14,4.357142857142857,1,5.0,2,5.0,3,2.6666666666666665,38,3.289473684210526,65,3.169230769230769
611,M,35,0,20715,3.9393939393939394,0.7071885607255,132,2,5,975856485,991764194,184.1170023148148,0.0,0.030303030303030304,0.1893939393939394,0.5909090909090909,0.1893939393939394,Western,Romance,Thriller,1,0,15,4.133333333333334,6,3.8333333333333335,7,3.857142857142857,0,0.0,10,3.7,12,3.9166666666666665,37,3.8378378378378377,26,4.038461538461538,12,4.0,3,3.0,67,4.014925373134329,6,4.0,7,4.0,1,3.0,3,4.0,3,4.333333333333333,39,3.7435897435897436,25,3.96
612,M,50,7,95020,3.5,1.0151907431108496,50,1,5,975814417,975815884,0.016979166666666667,0.02,0.12,0.4,0.26,0.2,Film-Noir,Mystery,Crime,1,18,6,3.1666666666666665,3,4.666666666666667,2,4.0,0,0.0,3,3.0,8,3.75,13,3.6153846153846154,12,3.5,2,4.0,0,0.0,22,3.3636363636363638,2,4.0,3,2.3333333333333335,3,3.3333333333333335,2,5.0,1,1.0,12,3.75,6,3.8333333333333335
613,M,35,20,10562,3.5849056603773586,1.0223029513547377,106,1,5,975810850,975812238,0.016064814814814816,0.04716981132075472,0.05660377358490566,0.3584905660377358,0.33962264150943394,0.19811320754716982,Film-Noir,Musical,Children's,1,13,18,3.5,3,4.333333333333333,3,4.333333333333333,3,3.3333333333333335,2,3.5,11,3.5454545454545454,17,3.7058823529411766,10,4.2,8,3.625,2,3.5,60,3.566666666666667,4,4.0,11,3.727272727272727,2,4.5,4,4.75,1,4.0,38,3.5,16,3.9375
614,M,35,1,90024,3.8333333333333335,1.1776215235932934,54,1,5,975807165,975807864,0.008090277777777778,0.05555555555555555,0.07407407407407407,0.2222222222222222,0.2777777777777778,0.37037037037037035,Romance,Comedy,Fantasy,1,1,4,4.25,0,0.0,50,3.84,0,0.0,0,0.0,9,3.5555555555555554,2,4.0,0,0.0,0,0.0,6,4.166666666666667,8,3.75,35,3.8,0,0.0,19,3.473684210526316,0,0.0,0,0.0,19,4.2105263157894735,2,3.5
615,M,50,17,32951,4.127659574468085,0.7068640810657252,94,2,5,975805344,975979360,2.014074074074074,0.0,0.02127659574468085,0.1276595744680851,0.5531914893617021,0.2978723404255319,Mystery,Documentary,Animation,1,9,11,4.181818181818182,3,5.0,5,4.0,1,5.0,6,3.6666666666666665,15,4.2,46,4.086956521739131,26,4.230769230769231,9,4.0,3,4.333333333333333,30,4.0,4,4.5,10,4.0,1,4.0,3,4.333333333333333,4,4.5,29,4.379310344827586,21,3.9047619047619047
616,M,25,7,94115,3.9545454545454546,0.9389391701956497,44,2,5,975802599,975803253,0.007569444444444445,0.0,0.06818181818181818,0.25,0.3409090909090909,0.3409090909090909,Fantasy,Horror,War,1,18,1,4.0,0,0.0,3,3.6666666666666665,0,0.0,2,5.0,9,3.888888888888889,15,4.066666666666666,12,4.0,3,4.0,1,5.0,15,4.266666666666667,6,3.8333333333333335,5,4.6,3,3.6666666666666665,2,4.5,0,0.0,9,3.7777777777777777,15,4.0
617,F,25,7,92117,4.086956521739131,0.7331776095289765,23,3,5,975800999,975801668,0.007743055555555556,0.0,0.0,0.21739130434782608,0.4782608695652174,0.30434782608695654,Romance,War,Crime,0,18,1,5.0,7,4.142857142857143,0,0.0,0,0.0,0,0.0,3,4.333333333333333,6,4.0,6,4.166666666666667,1,5.0,1,3.0,10,4.3,0,0.0,2,5.0,0,0.0,1,5.0,0,0.0,7,4.0,3,3.3333333333333335
618,M,25,0,74105,3.0,1.1281521496355325,45,1,5,975800373,975800849,0.005509259259259259,0.08888888888888889,0.26666666666666666,0.28888888888888886,0.26666666666666666,0.08888888888888889,War,Drama,Crime,1,0,1,3.0,1,2.0,1,2.0,0,0.0,17,2.411764705882353,4,3.25,9,3.3333333333333335,8,3.0,1,4.0,0,0.0,13,4.0,0,0.0,3,4.333333333333333,2,2.5,0,0.0,0,0.0,13,3.1538461538461537,6,2.6666666666666665
619,F,18,1,94706,3.909090909090909,0.971454035826165,22,2,5,975800288,975801052,0.008842592592592593,0.0,0.09090909090909091,0.22727272727272727,0.36363636363636365,0.3181818181818182,Musical,Drama,Comedy,0,1,5,4.0,0,0.0,1,2.0,0,0.0,0,0.0,2,3.5,4,3.5,1,2.0,0,0.0,1,4.0,9,4.333333333333333,1,2.0,3,3.3333333333333335,1,5.0,0,0.0,1,3.0,18,4.111111111111111,2,3.5
620,M,18,0,13210,3.3240223463687153,1.0309990352729672,179,1,5,975799949,975801446,0.017326388888888888,0.055865921787709494,0.13966480446927373,0.3407821229050279,0.35195530726256985,0.11173184357541899,Documentary,Film-Noir,Animation,1,0,19,3.526315789473684,6,3.1666666666666665,9,3.3333333333333335,2,4.5,6,3.3333333333333335,15,3.2666666666666666,36,3.1944444444444446,28,3.5,48,3.3958333333333335,2,2.0,39,3.41025641025641,8,4.125,4,3.5,3,3.3333333333333335,7,4.285714285714286,0,0.0,126,3.2698412698412698,10,3.5
621,M,18,4,93560,3.0416666666666665,1.3745799409081312,240,1,5,975796636,975800268,0.04203703703703704,0.20416666666666666,0.12916666666666668,0.26666666666666666,0.22083333333333333,0.17916666666666667,Western,Crime,War,1,15,12,2.9166666666666665,11,2.3636363636363638,6,3.6666666666666665,0,0.0,124,2.6774193548387095,19,3.6842105263157894,44,3.4318181818181817,50,3.12,15,4.333333333333333,1,3.0,45,3.4444444444444446,9,3.3333333333333335,7,3.857142857142857,6,2.5,12,3.5833333333333335,1,5.0,55,3.2,37,3.2972972972972974
622,M,25,0,92612,3.912280701754386,0.7856003562877876,57,2,5,975794906,975796250,0.015555555555555555,0.0,0.03508771929824561,0.24561403508771928,0.49122807017543857,0.22807017543859648,Adventure,Fantasy,Sci-Fi,1,0,7,4.285714285714286,2,3.0,2,4.0,1,4.0,2,3.0,2,5.0,4,4.5,8,3.375,7,4.0,1,5.0,42,3.9523809523809526,3,4.0,5,4.4,3,4.333333333333333,2,3.0,0,0.0,16,3.875,1,5.0
623,M,25,17,60555,4.226744186046512,0.8026162510547793,172,1,5,975792194,1010373048,400.2413657407407,0.005813953488372093,0.023255813953488372,0.12790697674418605,0.42441860465116277,0.4186046511627907,Children's,Animation,Horror,1,9,14,3.857142857142857,3,4.0,9,4.666666666666667,2,4.5,7,4.571428571428571,29,3.896551724137931,68,3.9705882352941178,37,4.243243243243243,28,4.285714285714286,2,4.0,59,4.338983050847458,17,4.647058823529412,17,4.0588235294117645,3,4.333333333333333,8,4.25,4,3.5,64,4.109375,38,4.078947368421052
624,M,25,1,75207,3.6801075268817205,0.9999094240636666,372,1,5,975786657,1045355829,805.19875,0.01881720430107527,0.11290322580645161,0.25806451612903225,0.3897849462365591,0.22043010752688172,Film-Noir,Mystery,Western,1,1,41,3.658536585365854,11,4.090909090909091,17,3.4705882352941178,4,2.75,21,3.0952380952380953,49,3.4489795918367347,89,3.730337078651685,67,3.671641791044776,36,3.6666666666666665,19,3.210526315789474,162,3.771604938271605,9,3.3333333333333335,47,3.978723404255319,9,3.3333333333333335,9,4.222222222222222,14,4.071428571428571,107,3.588785046728972,59,3.406779661016949
625,F,35,12,44106,4.0,0.9534625892455921,45,1,5,975786226,975787930,0.01972222222222222,0.044444444444444446,0.0,0.17777777777777778,0.4666666666666667,0.3111111111111111,Adventure,Western,Musical,0,4,7,4.142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,3,3.6666666666666665,7,3.7142857142857144,5,3.2,0,0.0,37,4.027027027027027,0,0.0,2,3.5,1,5.0,1,3.0,1,5.0,11,4.2727272727272725,0,0.0
626,M,18,4,77005,4.055555555555555,0.9913554370173758,72,1,5,975785030,992662660,195.34293981481483,0.027777777777777776,0.013888888888888888,0.25,0.2916666666666667,0.4166666666666667,War,Drama,Mystery,1,15,10,3.7,3,4.333333333333333,21,3.857142857142857,0,0.0,0,0.0,14,4.285714285714286,24,3.9583333333333335,11,3.909090909090909,5,3.8,6,3.1666666666666665,20,4.55,19,4.105263157894737,10,4.7,10,3.9,1,3.0,4,4.25,21,4.0476190476190474,14,3.9285714285714284
627,M,50,2,97210,3.5625,1.293594641599212,32,1,5,975782953,975783641,0.007962962962962963,0.09375,0.09375,0.28125,0.21875,0.3125,Film-Noir,Sci-Fi,Drama,1,12,4,3.75,1,3.0,9,3.2222222222222223,0,0.0,0,0.0,12,3.3333333333333335,7,2.7142857142857144,3,3.0,0,0.0,20,3.5,8,3.875,1,3.0,1,2.0,0,0.0,1,5.0,0,0.0,9,3.7777777777777777,9,4.111111111111111
628,F,35,0,20715,3.9038461538461537,0.8690679114377651,52,1,5,975781406,975783106,0.019675925925925927,0.019230769230769232,0.0,0.3076923076923077,0.40384615384615385,0.2692307692307692,Crime,Adventure,Sci-Fi,0,0,15,4.133333333333334,0,0.0,9,4.0,0,0.0,1,3.0,2,4.5,3,3.3333333333333335,2,4.0,1,5.0,1,4.0,11,3.909090909090909,6,4.0,1,4.0,2,4.0,0,0.0,1,3.0,48,3.9166666666666665,2,4.5
629,F,1,10,48154,3.371308016877637,1.0278430898904063,237,1,5,975782704,975785392,0.03111111111111111,0.06329113924050633,0.11814345991561181,0.3037974683544304,0.41350210970464135,0.10126582278481013,Adventure,Sci-Fi,Romance,0,2,12,3.9166666666666665,4,3.25,171,3.6608187134502925,2,2.0,4,1.75,58,3.9655172413793105,19,3.1578947368421053,11,1.8181818181818181,9,2.0,51,3.6862745098039214,46,3.239130434782609,66,3.5606060606060606,2,2.0,31,3.5483870967741935,1,1.0,0,0.0,88,3.2386363636363638,18,3.9444444444444446
630,F,35,14,80525,4.254237288135593,0.7755498813272882,118,2,5,975780596,976207357,4.939363425925926,0.0,0.025423728813559324,0.1271186440677966,0.4152542372881356,0.4322033898305085,Musical,Children's,Sci-Fi,0,6,68,4.279411764705882,1,4.0,5,4.6,0,0.0,5,4.4,5,4.4,7,4.142857142857143,7,4.142857142857143,2,4.0,4,4.0,53,4.415094339622642,2,4.5,9,4.555555555555555,9,4.666666666666667,1,4.0,1,4.0,67,4.119402985074627,5,4.6
631,M,35,17,28601,3.7948717948717947,1.0621700090875883,312,1,5,975778929,975782832,0.04517361111111111,0.04487179487179487,0.057692307692307696,0.24358974358974358,0.36538461538461536,0.28846153846153844,Children's,Western,Animation,1,9,42,3.6904761904761907,15,4.0,24,4.291666666666667,0,0.0,21,3.3333333333333335,44,3.7954545454545454,53,3.792452830188679,61,3.9344262295081966,19,4.157894736842105,14,4.071428571428571,111,4.0,15,4.266666666666667,13,3.769230769230769,12,3.9166666666666665,7,3.857142857142857,7,4.285714285714286,129,3.5348837209302326,50,3.88
632,M,45,17,07649,3.7941176470588234,0.8800623863804024,34,2,5,975776038,975776512,0.005486111111111111,0.0,0.08823529411764706,0.23529411764705882,0.47058823529411764,0.20588235294117646,Romance,Adventure,Drama,1,9,2,4.5,1,3.0,1,4.0,0,0.0,1,4.0,13,4.230769230769231,21,3.8095238095238093,11,3.727272727272727,1,3.0,1,4.0,6,4.166666666666667,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,7,3.0,30,3.8333333333333335
633,M,25,17,94131,3.5813953488372094,1.0518138106902781,43,1,5,975775505,1015299097,457.4489814814815,0.023255813953488372,0.13953488372093023,0.27906976744186046,0.3488372093023256,0.20930232558139536,Film-Noir,Mystery,Crime,1,9,3,2.6666666666666665,2,4.5,0,0.0,0,0.0,1,4.0,3,2.6666666666666665,8,3.0,12,3.5833333333333335,7,4.142857142857143,0,0.0,23,3.8260869565217392,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,15,3.6666666666666665,2,2.5
634,F,1,10,49512,4.014925373134329,1.0074350466081317,67,1,5,975773989,975860083,0.9964583333333333,0.029850746268656716,0.029850746268656716,0.22388059701492538,0.3283582089552239,0.3880597014925373,War,Drama,Sci-Fi,0,2,6,4.166666666666667,0,0.0,55,4.0,0,0.0,2,4.0,15,4.333333333333333,6,4.333333333333333,0,0.0,0,0.0,11,3.909090909090909,8,4.5,29,4.206896551724138,2,5.0,23,4.304347826086956,0,0.0,0,0.0,28,3.75,7,4.428571428571429
635,M,56,17,33785,4.3107344632768365,0.790244512361141,177,1,5,975767861,979143120,39.065497685185186,0.005649717514124294,0.03389830508474576,0.06779661016949153,0.4293785310734463,0.4632768361581921,Children's,Thriller,Animation,1,9,29,4.448275862068965,16,4.0625,8,4.625,0,0.0,1,3.0,6,4.166666666666667,7,4.285714285714286,19,4.578947368421052,15,4.2,0,0.0,106,4.377358490566038,7,4.571428571428571,12,4.25,31,4.064516129032258,10,4.4,1,4.0,58,4.327586206896552,3,4.0
636,M,18,20,92055,4.058139534883721,0.9120713486382739,86,2,5,975751854,975753027,0.01357638888888889,0.0,0.046511627906976744,0.2441860465116279,0.313953488372093,0.3953488372093023,Film-Noir,Musical,Western,1,13,4,4.0,0,0.0,3,4.0,0,0.0,35,3.8857142857142857,25,4.0,42,4.214285714285714,19,4.0,2,4.0,5,4.2,11,4.2727272727272725,3,3.6666666666666665,5,4.4,1,5.0,1,5.0,1,5.0,15,4.133333333333334,59,4.067796610169491
